"VNUM","LOCALE_NAME"
"73259","Kısa Saç stili (kızıl"
"73260","Kısa Saç stili (mavi)"
"73261","Kısa Saç stili (siyah)"
"73262","Kısa Saç stili (sarı)"
"73501","Spor Saç Stili (beyaz)"
"73502","Spor Saç Stili (kahve)"
"73503","Spor Saç Kesimi (sarı)"
"73504","Spor Saç Kesimi (yeşil)"
"73505","Karizmatik Saç (beyaz)"
"73506","Karizmatik Saç (kızıl)"
"73507","Karizmatik Saç (siyah)"
"73508","Karizmatik Saç (bordo)"
"73509","Şık Saç Modeli (Beyaz)"
"73510","Şık Saç Modeli (mavi)"
"73511","Şık Saç Modeli (Siyah)"
"73512","Şık Saç Modeli (kahve)"
"73751","Zarif saç stili (kahve)"
"73752","Zarif saç stili (siyah)"
"73753","Zarif saç stili(mavi)"
"73754","Zarif saç stili (beyaz)"
"73755","Orta Uz. Saç (kahve)"
"73756","Orta Uz. Saç (siyah"
"73757","Orta Uz. Saç (sarı)"
"73758","Orta Uz. Saç (mor)"
"73759","Eski saç stili (kahve)"
"73760","Eski saç stili  (sarı)"
"73761","Eski saç stili  (mor)"
"73762","Eski saç stili  (kahve)"
"74001","Moda Saç Stili (kızıl)"
"74002","Moda Saç Stili (açık)"
"74003","Moda Saç (mavi)"
"74004","Moda Saç (kahve)"
"74005","Bandana (kızıl)"
"74006","Bandana (ekoseli kahve)"
"74007","Bandana (mavi)"
"74008","Bandana (ekoseli yeşil)"
"74009","Uzun saç (siyah)"
"74010","Uzun saç (kızıl)"
"74011","Uzun saç (kahve)"
"74012","Uzun saç (yeşil)"
"74013","Savaşçı Afro (e)"
"74014","Savaşçı Afro (e)"
"74015","Savaşçı(e)Samuray Miğfer"
"74016","Savaşçı(e)Samuray Miğfer"
"74017","Savaşçı Fesi (e)"
"74018","Savaşçı Puşisi (e)"
"74019","Savaşçı Kavuğu (e)"
"74020","Jack Pumpkin Savaşçı (e)"
"74251","At kuyruğu (kahve)"
"74252","At kuyruğu (yeşil)"
"74253","At kuyruğu (mavi)"
"74254","At kuyruğu (fildişi)"
"74255","Omuz hiz. saç (kızıl)"
"74256","Omuz hiz. saç  (kahve)"
"74257","Omuz hiz. saç  (açık)"
"74258","Omuz hiz. saç  (mor)"
"74259","Kısa Saç stili (kızıl)"
"74260","Kısa Saç stili (mavi)"
"74261","Kısa Saç stili (siyah)"
"74262","Kısa Saç stili (sarı)"
"74263","Ninja Afro (d)"
"74264","Ninja Afro (d)"
"74265","Ninja (d) Çiçekli Şapka"
"74266","Ninja (d) Çiçekli Şapka"
"74267","Ninja (d) Kum Peçesi"
"74268","Ninja (d) Çöl Puşisi"
"74269","Ninja Sarığı (d)"
"74270","Jack Pumpkin Ninja (d)"
"74501","Spor Saç Stili (beyaz)"
"74502","Spor Saç Stili (kahve)"
"74503","Spor Saç Kesimi (sarı)"
"74504","Spor Saç Kesimi (yeşil)"
"74505","Karizmatik Saç (beyaz)"
"74506","Karizmatik Saç (kızıl)"
"74507","Karizmatik Saç (siyah)"
"74508","Karizmatik Saç (mor)"
"74509","Uzun örgü (beyaz)"
"74510","Uzun örgü (mavi)"
"74511","Uzun örgü (siyah)"
"74512","Uzun örgü (kahve)"
"74513","Sura Afro (e)"
"74514","Sura Afro (e)"
"74515","Sura (e)Samuray Miğferi"
"74516","Sura (e)Samuray Miğferi"
"74517","Sura Fesi (e)"
"74518","Sura Puşisi (e)"
"74519","Sura Kavuğu (e)"
"74520","Jack Pumpkin Sura (e)"
"74751","Zarif Saç Modeli (kahve)"
"74752","Zarif Saç Modeli (siyah)"
"74753","Zarif Saç Modeli  (mavi)"
"74754","Zarif Saç Modeli (beyaz)"
"74755","Orta Uz. Saç (kahve)"
"74756","Orta Uz. Saç (siyah)"
"74757","Orta Uz. Saç (sarı)"
"74758","Orta Uz. Saç (mor)"
"74759","Eski Saç Stili (kahve)"
"74760","Eski Saç Stili (sarışın)"
"74761","Eski Saç Stili  (mor)"
"74762","Eski Saç Stili  (kahve)"
"74763","Şaman Afro (d)"
"74764","Şaman Afro (d)"
"74765","Şaman (d) Çiçekli Şapka"
"74766","Şaman (d) Çiçekli Şapka"
"74767","Şaman (d) Kum Peçesi"
"74768","Şaman (d) Çöl Puşisi"
"74769","Şaman Sarığı (d)"
"74770","Jack Pumpkin Şaman (d)"
"75001","Modern saç (kızıl)"
"75002","Modern saç (açık)"
"75003","Modern saç (mavi)"
"75004","Modern saç (kahve)"
"75005","Bandana (kahve)"
"75006","Bandana (sarışın)"
"75007","Bandana (mavi)"
"75008","Bandana (yeşil)"
"75009","Uzun saç (siyah)"
"75010","Uzun saç (kızıl)"
"75011","Uzun saç (kahve)"
"75012","Uzun saç (yeşil)"
"75013","Savaşçı Afro (d)"
"75014","Savaşçı Afro (d)"
"75015","Savaşçı(d)Çiçekli Şapka"
"75016","Savaşçı(d)Çiçekli Şapka"
"75017","Savaşçı (d) Kum Peçesi"
"75018","Savaşçı (d) Çöl Puşisi"
"75019","Savaşçı Sarığı (d)"
"75020","Jack Pumpkin Savaşçı (d)"
"75201","At kuyruğu (kahve)"
"75202","At kuyruğu (yeşil)"
"75203","At kuyruğu (mavi)"
"75204","At kuyruğu (gri)"
"75205","Omuz Hiz. Saç (kırmızı)"
"75206","Omuz Hiz. Saç (kahve)"
"75207","Omuz hiz. saç  (açık)"
"75208","Omuz Hiz. Saç (mor)"
"75209","Kısa saç (kızıl)"
"75210","Kısa saç (mavi)"
"75211","Kısa saç (siyah)"
"75212","Kısa saç (sarışın)"
"75213","Ninja Afro (e)"
"75214","Ninja Afro (e)"
"75215","Ninja(e)Samuray Miğferi"
"75216","Ninja(e)Samuray Miğferi"
"75217","Ninja Fesi (e)"
"75218","Ninja Puşisi (e)"
"75219","Ninja Kavuğu (e)"
"75220","Jack Pumpkin Ninja (e)"
"75401","Spor Saç Stili (gri)"
"75402","Spor Saç Stili  (kahve)"
"75403","Spor Saç Stili (sarışın)"
"75404","Spor Saç Stili  (yeşil)"
"75405","Karizmatik Saç (beyaz)"
"75406","Karizmatik Saç (kızıl)"
"75407","Karizmatik Saç (siyah)"
"75408","Karizmatik Saç (mor)"
"75409","Uzun örgü (beyaz)"
"75410","Uzun örgü (mor)"
"75411","Uzun örgü (siyah)"
"75412","Uzun örgü (kahve)"
"75413","Sura Afro (d)"
"75414","Sura Afro (d)"
"75415","Sura (d) Çiçekli Şapka"
"75416","Sura (d) Çiçekli Şapka"
"75417","Sura (d) Kum Peçesi"
"75418","Sura (d) Çöl Puşisi"
"75419","Sura Sarığı (d)"
"75420","Jack Pumpkin Sura (d)"
"75601","Gös. Saç Stili (kahve)"
"75602","Gös. Saç Stili  (siyah)"
"75603","Gös. Saç Stili  (mavi)"
"75604","Gös. Saç Stili  (gri)"
"75605","Orta Uz. Saç (kahve)"
"75606","Orta Uz. Saç(siyah)"
"75607","Orta Uz. Saç (açık)"
"75608","Orta Uz. Saç(mor)"
"75609","Eski saç stili (kahve)"
"75610","Eski saç stili (açık)"
"75611","Eski saç stili (mor)"
"75612","Eski saç stili (kızıl)"
"75613","Şaman Afro (e)"
"75614","Şaman Afro (e)"
"75615","Şaman(e)Samuray Miğferi"
"75616","Şaman(e)Samuray Miğferi"
"75617","Şaman Fesi (e)"
"75618","Şaman Puşisi (e)"
"75619","Şaman Kavuğu (e)"
"75620","Jack Pumpkin Şaman (e)"
"76000","Şeftali Çiçeği Şarabı"
"76001","Statü Sıfırlama Kağıdı"
"76002","Küçülen Kafa"
"76003","Soğutma İksiri"
"76004","Ay Özütü (K)"
"76005","Ay Özütü (O)"
"76006","Metin Taşı Dedektörü"
"76007","Cesaret Pelerini"
"76008","Ejderha Madalyası"
"76009","Ejderha Parşömeni"
"76010","Kan Taşı"
"76011","Liderin Kitabı"
"76012","Hız İksiri"
"76013","Arttırma Kağıdı (m)"
"76014","Ortalama Zarar Parşömeni"
"76015","Kutsama Küresi"
"76016","Kutsama Parşömeni"
"76017","Saldırı İksiri +10"
"76018","Saldırı İksiri +15"
"76019","Geçiş Bileti"
"76020","Araştırmacının Özütü"
"76021","Güneş Özütü (K)"
"76022","Güneş Özütü (O)"
"76023","Yeşil Efsun"
"76024","Yeşil Güç"
"76025","Beceri Hasar Parşömeni"
"80001","Para Kesesi"
"80002","Boş Kağıt"
"80003","Gümüş Bar(50.000Yang)"
"80004","Gümüş Bar(100.000Yang)"
"80005","Altın Külçe(100M)"
"80006","Altın Külçe(1 Milyon Yan"
"80007","Altın Külçe(2 Milyon Yan"
"80008","Altın Parçası"
"80020","Won Bileti"
"80014","EP kuponu (100)"
"80015","EP kuponu (500)"
"80016","EP kuponu (1000)"
"80017","EP kuponu (50)"
"80018","EP kuponu (20)"
"90001","Boş Su Şişesi"
"90002","Su Şişesi"
"90003","Kristal"
"90004","Değerli Taş"
"90005","Su Taşı"
"90006","Ruh Taşı"
"90007","Mineral"
"90010","Temel Taşı"
"90011","Gövde"
"90012","Kontrplak"
"90013","NoNAme"
"100000","Süre Özütü (K)"
"100001","Süre Özütü (O)"
"100002","Süre Özütü (B)"
"100100","Ejderha Kerpeteni"
"100200","Sürenin Kerpeteni"
"100300","Yeşil Ejderha Fasulyesi"
"100400","Mavi Ejderha Fasulyesi"
"100500","Pembe Ejderha Fasulyesi"
"110000","İşlenmemiş Ejd. Elması"
"110010","İşlenmemiş Ejd. Elması"
"110020","İşlenmemiş Ejd. Elması"
"110030","İşlenmemiş Ejd. Elması"
"110040","İşlenmemiş Ejd. Elması"
"110050","İşlenmemiş Ejd. Elması"
"110060","İşlenmemiş Ejd. Elması"
"110100","İşlenmemiş Ejd. Elması"
"110110","İşlenmemiş Ejd. Elması"
"110110","İşlenmemiş Ejd. Elması"
"110110","İşlenmemiş Ejd. Elması"
"110140","İşlenmemiş Ejd. Elması"
"110150","İşlenmemiş Ejd. Elması"
"110160","İşlenmemiş Ejd. Elması"
"110200","İşlenmemiş Ejd. Elması"
"110210","İşlenmemiş Ejd. Elması"
"110220","İşlenmemiş Ejd. Elması"
"110230","İşlenmemiş Ejd. Elması"
"110240","İşlenmemiş Ejd. Elması"
"110250","İşlenmemiş Ejd. Elması"
"110260","İşlenmemiş Ejd. Elması"
"110300","İşlenmemiş Ejd. Elması"
"110310","İşlenmemiş Ejd. Elması"
"110320","İşlenmemiş Ejd. Elması"
"110330","İşlenmemiş Ejd. Elması"
"110340","İşlenmemiş Ejd. Elması"
"110350","İşlenmemiş Ejd. Elması"
"110360","İşlenmemiş Ejd. Elması"
"110400","İşlenmemiş Ejd. Elması"
"110410","İşlenmemiş Ejd. Elması"
"110420","İşlenmemiş Ejd. Elması"
"110430","İşlenmemiş Ejd. Elması"
"110440","İşlenmemiş Ejd. Elması"
"110450","İşlenmemiş Ejd. Elması"
"110460","İşlenmemiş Ejd. Elması"
"111000","Yontulmuş Ejderha Elması"
"111010","Yontulmuş Ejderha Elması"
"111020","Yontulmuş Ejderha Elması"
"111030","Yontulmuş Ejderha Elması"
"111040","Yontulmuş Ejderha Elması"
"111050","Yontulmuş Ejderha Elması"
"111060","Yontulmuş Ejderha Elması"
"111100","Yontulmuş Ejderha Elması"
"111110","Yontulmuş Ejderha Elması"
"111110","Yontulmuş Ejderha Elması"
"111110","Yontulmuş Ejderha Elması"
"111140","Yontulmuş Ejderha Elması"
"111150","Yontulmuş Ejderha Elması"
"111160","Yontulmuş Ejderha Elması"
"111200","Yontulmuş Ejderha Elması"
"111210","Yontulmuş Ejderha Elması"
"111220","Yontulmuş Ejderha Elması"
"111230","Yontulmuş Ejderha Elması"
"111240","Yontulmuş Ejderha Elması"
"111250","Yontulmuş Ejderha Elması"
"111260","Yontulmuş Ejderha Elması"
"111300","Yontulmuş Ejderha Elması"
"111310","Yontulmuş Ejderha Elması"
"111320","Yontulmuş Ejderha Elması"
"111330","Yontulmuş Ejderha Elması"
"111340","Yontulmuş Ejderha Elması"
"111350","Yontulmuş Ejderha Elması"
"111360","Yontulmuş Ejderha Elması"
"111400","Yontulmuş Ejderha Elması"
"111410","Yontulmuş Ejderha Elması"
"111420","Yontulmuş Ejderha Elması"
"111430","Yontulmuş Ejderha Elması"
"111440","Yontulmuş Ejderha Elması"
"111450","Yontulmuş Ejderha Elması"
"111460","Yontulmuş Ejderha Elması"
"112000","Ender Ejderha Elması"
"112010","Ender Ejderha Elması"
"112020","Ender Ejderha Elması"
"112030","Ender Ejderha Elması"
"112040","Ender Ejderha Elması"
"112050","Ender Ejderha Elması"
"112060","Ender Ejderha Elması"
"112100","Ender Ejderha Elması"
"112110","Ender Ejderha Elması"
"112110","Ender Ejderha Elması"
"112110","Ender Ejderha Elması"
"112140","Ender Ejderha Elması"
"112150","Ender Ejderha Elması"
"112160","Ender Ejderha Elması"
"112200","Ender Ejderha Elması"
"112210","Ender Ejderha Elması"
"112220","Ender Ejderha Elması"
"112230","Ender Ejderha Elması"
"112240","Ender Ejderha Elması"
"112250","Ender Ejderha Elması"
"112260","Ender Ejderha Elması"
"112300","Ender Ejderha Elması"
"112310","Ender Ejderha Elması"
"112320","Ender Ejderha Elması"
"112330","Ender Ejderha Elması"
"112340","Ender Ejderha Elması"
"112350","Ender Ejderha Elması"
"112360","Ender Ejderha Elması"
"112400","Ender Ejderha Elması"
"112410","Ender Ejderha Elması"
"112420","Ender Ejderha Elması"
"112430","Ender Ejderha Elması"
"112440","Ender Ejderha Elması"
"112450","Ender Ejderha Elması"
"112460","Ender Ejderha Elması"
"113000","Antika Ejderha Elması"
"113010","Antika Ejderha Elması"
"113020","Antika Ejderha Elması"
"113030","Antika Ejderha Elması"
"113040","Antika Ejderha Elması"
"113050","Antika Ejderha Elması"
"113060","Antika Ejderha Elması"
"113100","Antika Ejderha Elması"
"113110","Antika Ejderha Elması"
"113110","Antika Ejderha Elması"
"113110","Antika Ejderha Elması"
"113140","Antika Ejderha Elması"
"113150","Antika Ejderha Elması"
"113160","Antika Ejderha Elması"
"113200","Antika Ejderha Elması"
"113210","Antika Ejderha Elması"
"113220","Antika Ejderha Elması"
"113230","Antika Ejderha Elması"
"113240","Antika Ejderha Elması"
"113250","Antika Ejderha Elması"
"113260","Antika Ejderha Elması"
"113300","Antika Ejderha Elması"
"113310","Antika Ejderha Elması"
"113320","Antika Ejderha Elması"
"113330","Antika Ejderha Elması"
"113340","Antika Ejderha Elması"
"113350","Antika Ejderha Elması"
"113360","Antika Ejderha Elması"
"113400","Antika Ejderha Elması"
"113410","Antika Ejderha Elması"
"113420","Antika Ejderha Elması"
"113430","Antika Ejderha Elması"
"113440","Antika Ejderha Elması"
"113450","Antika Ejderha Elması"
"113460","Antika Ejderha Elması"
"114000","Efsanevi Ejderha Elması"
"114010","Efsanevi Ejderha Elması"
"114020","Efsanevi Ejderha Elması"
"114030","Efsanevi Ejderha Elması"
"114040","Efsanevi Ejderha Elması"
"114050","Efsanevi Ejderha Elması"
"114060","Efsanevi Ejderha Elması"
"114100","Efsanevi Ejderha Elması"
"114110","Efsanevi Ejderha Elması"
"114120","Efsanevi Ejderha Elması"
"114130","Efsanevi Ejderha Elması"
"114140","Efsanevi Ejderha Elması"
"114150","Efsanevi Ejderha Elması"
"114160","Efsanevi Ejderha Elması"
"114200","Efsanevi Ejderha Elması"
"114210","Efsanevi Ejderha Elması"
"114220","Efsanevi Ejderha Elması"
"114230","Efsanevi Ejderha Elması"
"114240","Efsanevi Ejderha Elması"
"114250","Efsanevi Ejderha Elması"
"114260","Efsanevi Ejderha Elması"
"114300","Efsanevi Ejderha Elması"
"114310","Efsanevi Ejderha Elması"
"114320","Efsanevi Ejderha Elması"
"114330","Efsanevi Ejderha Elması"
"114340","Efsanevi Ejderha Elması"
"114350","Efsanevi Ejderha Elması"
"114360","Efsanevi Ejderha Elması"
"114400","Efsanevi Ejderha Elması"
"114410","Efsanevi Ejderha Elması"
"114420","Efsanevi Ejderha Elması"
"114430","Efsanevi Ejderha Elması"
"114440","Efsanevi Ejderha Elması"
"114450","Efsanevi Ejderha Elması"
"114460","Efsanevi Ejderha Elması"
"114500","Efsanevi Ejderha Elması"
"114510","Efsanevi Ejderha Elması"
"114520","Efsanevi Ejderha Elması"
"114530","Efsanevi Ejderha Elması"
"114540","Efsanevi Ejderha Elması"
"114550","Efsanevi Ejderha Elması"
"114560","Efsanevi Ejderha Elması"
"120000","İşlenmemiş Ejd. Yakutu"
"120010","İşlenmemiş Ejd. Yakutu"
"120020","İşlenmemiş Ejd. Yakutu"
"120030","İşlenmemiş Ejd. Yakutu"
"120040","İşlenmemiş Ejd. Yakutu"
"120050","İşlenmemiş Ejd. Yakutu"
"120060","İşlenmemiş Ejd. Yakutu"
"120100","İşlenmemiş Ejd. Yakutu"
"120110","İşlenmemiş Ejd. Yakutu"
"120120","İşlenmemiş Ejd. Yakutu"
"120120","İşlenmemiş Ejd. Yakutu"
"120140","İşlenmemiş Ejd. Yakutu"
"120150","İşlenmemiş Ejd. Yakutu"
"120160","İşlenmemiş Ejd. Yakutu"
"120200","İşlenmemiş Ejd. Yakutu"
"120210","İşlenmemiş Ejd. Yakutu"
"120220","İşlenmemiş Ejd. Yakutu"
"120230","İşlenmemiş Ejd. Yakutu"
"120240","İşlenmemiş Ejd. Yakutu"
"120250","İşlenmemiş Ejd. Yakutu"
"120260","İşlenmemiş Ejd. Yakutu"
"120300","İşlenmemiş Ejd. Yakutu"
"120310","İşlenmemiş Ejd. Yakutu"
"120320","İşlenmemiş Ejd. Yakutu"
"120330","İşlenmemiş Ejd. Yakutu"
"120340","İşlenmemiş Ejd. Yakutu"
"120350","İşlenmemiş Ejd. Yakutu"
"120360","İşlenmemiş Ejd. Yakutu"
"120400","İşlenmemiş Ejd. Yakutu"
"120410","İşlenmemiş Ejd. Yakutu"
"120420","İşlenmemiş Ejd. Yakutu"
"120430","İşlenmemiş Ejd. Yakutu"
"120440","İşlenmemiş Ejd. Yakutu"
"120450","İşlenmemiş Ejd. Yakutu"
"120460","İşlenmemiş Ejd. Yakutu"
"121000","Yontulmuş Ejderha Yakutu"
"121010","Yontulmuş Ejderha Yakutu"
"121020","Yontulmuş Ejderha Yakutu"
"121030","Yontulmuş Ejderha Yakutu"
"121040","Yontulmuş Ejderha Yakutu"
"121050","Yontulmuş Ejderha Yakutu"
"121060","Yontulmuş Ejderha Yakutu"
"121100","Yontulmuş Ejderha Yakutu"
"121110","Yontulmuş Ejderha Yakutu"
"121120","Yontulmuş Ejderha Yakutu"
"121130","Yontulmuş Ejderha Yakutu"
"121140","Yontulmuş Ejderha Yakutu"
"121150","Yontulmuş Ejderha Yakutu"
"121160","Yontulmuş Ejderha Yakutu"
"121200","Yontulmuş Ejderha Yakutu"
"121210","Yontulmuş Ejderha Yakutu"
"121220","Yontulmuş Ejderha Yakutu"
"121230","Yontulmuş Ejderha Yakutu"
"121240","Yontulmuş Ejderha Yakutu"
"121250","Yontulmuş Ejderha Yakutu"
"121260","Yontulmuş Ejderha Yakutu"
"121300","Yontulmuş Ejderha Yakutu"
"121310","Yontulmuş Ejderha Yakutu"
"121320","Yontulmuş Ejderha Yakutu"
"121330","Yontulmuş Ejderha Yakutu"
"121340","Yontulmuş Ejderha Yakutu"
"121350","Yontulmuş Ejderha Yakutu"
"121360","Yontulmuş Ejderha Yakutu"
"121400","Yontulmuş Ejderha Yakutu"
"121410","Yontulmuş Ejderha Yakutu"
"121420","Yontulmuş Ejderha Yakutu"
"121430","Yontulmuş Ejderha Yakutu"
"121440","Yontulmuş Ejderha Yakutu"
"121450","Yontulmuş Ejderha Yakutu"
"121460","Yontulmuş Ejderha Yakutu"
"122000","Ender Ejderha Yakutu"
"122010","Ender Ejderha Yakutu"
"122020","Ender Ejderha Yakutu"
"122030","Ender Ejderha Yakutu"
"122040","Ender Ejderha Yakutu"
"122050","Ender Ejderha Yakutu"
"122060","Ender Ejderha Yakutu"
"122100","Ender Ejderha Yakutu"
"122110","Ender Ejderha Yakutu"
"122120","Ender Ejderha Yakutu"
"122120","Ender Ejderha Yakutu"
"122140","Ender Ejderha Yakutu"
"122150","Ender Ejderha Yakutu"
"122160","Ender Ejderha Yakutu"
"122200","Ender Ejderha Yakutu"
"122210","Ender Ejderha Yakutu"
"122220","Ender Ejderha Yakutu"
"122230","Ender Ejderha Yakutu"
"122240","Ender Ejderha Yakutu"
"122250","Ender Ejderha Yakutu"
"122260","Ender Ejderha Yakutu"
"122300","Ender Ejderha Yakutu"
"122310","Ender Ejderha Yakutu"
"122320","Ender Ejderha Yakutu"
"122330","Ender Ejderha Yakutu"
"122340","Ender Ejderha Yakutu"
"122350","Ender Ejderha Yakutu"
"122360","Ender Ejderha Yakutu"
"122400","Ender Ejderha Yakutu"
"122410","Ender Ejderha Yakutu"
"122420","Ender Ejderha Yakutu"
"122430","Ender Ejderha Yakutu"
"122440","Ender Ejderha Yakutu"
"122450","Ender Ejderha Yakutu"
"122460","Ender Ejderha Yakutu"
"123000","Antika Ejderha Yakutu"
"123010","Antika Ejderha Yakutu"
"123020","Antika Ejderha Yakutu"
"123030","Antika Ejderha Yakutu"
"123040","Antika Ejderha Yakutu"
"123050","Antika Ejderha Yakutu"
"123060","Antika Ejderha Yakutu"
"123100","Antika Ejderha Yakutu"
"123110","Antika Ejderha Yakutu"
"123120","Antika Ejderha Yakutu"
"123120","Antika Ejderha Yakutu"
"123140","Antika Ejderha Yakutu"
"123150","Antika Ejderha Yakutu"
"123160","Antika Ejderha Yakutu"
"123200","Antika Ejderha Yakutu"
"123210","Antika Ejderha Yakutu"
"123220","Antika Ejderha Yakutu"
"123230","Antika Ejderha Yakutu"
"123240","Antika Ejderha Yakutu"
"123250","Antika Ejderha Yakutu"
"123260","Antika Ejderha Yakutu"
"123300","Antika Ejderha Yakutu"
"123310","Antika Ejderha Yakutu"
"123320","Antika Ejderha Yakutu"
"123330","Antika Ejderha Yakutu"
"123340","Antika Ejderha Yakutu"
"123350","Antika Ejderha Yakutu"
"123360","Antika Ejderha Yakutu"
"123400","Antika Ejderha Yakutu"
"123410","Antika Ejderha Yakutu"
"123420","Antika Ejderha Yakutu"
"123430","Antika Ejderha Yakutu"
"123440","Antika Ejderha Yakutu"
"123450","Antika Ejderha Yakutu"
"123460","Antika Ejderha Yakutu"
"124000","Efsanevi Ejderha Yakutu"
"124010","Efsanevi Ejderha Yakutu"
"124020","Efsanevi Ejderha Yakutu"
"124030","Efsanevi Ejderha Yakutu"
"124040","Efsanevi Ejderha Yakutu"
"124050","Efsanevi Ejderha Yakutu"
"124060","Efsanevi Ejderha Yakutu"
"124100","Efsanevi Ejderha Yakutu"
"124110","Efsanevi Ejderha Yakutu"
"124120","Efsanevi Ejderha Yakutu"
"124130","Efsanevi Ejderha Yakutu"
"124140","Efsanevi Ejderha Yakutu"
"124150","Efsanevi Ejderha Yakutu"
"124160","Efsanevi Ejderha Yakutu"
"124200","Efsanevi Ejderha Yakutu"
"124210","Efsanevi Ejderha Yakutu"
"124220","Efsanevi Ejderha Yakutu"
"124230","Efsanevi Ejderha Yakutu"
"124240","Efsanevi Ejderha Yakutu"
"124250","Efsanevi Ejderha Yakutu"
"124260","Efsanevi Ejderha Yakutu"
"124300","Efsanevi Ejderha Yakutu"
"124310","Efsanevi Ejderha Yakutu"
"124320","Efsanevi Ejderha Yakutu"
"124330","Efsanevi Ejderha Yakutu"
"124340","Efsanevi Ejderha Yakutu"
"124350","Efsanevi Ejderha Yakutu"
"124360","Efsanevi Ejderha Yakutu"
"124400","Efsanevi Ejderha Yakutu"
"124410","Efsanevi Ejderha Yakutu"
"124420","Efsanevi Ejderha Yakutu"
"124430","Efsanevi Ejderha Yakutu"
"124440","Efsanevi Ejderha Yakutu"
"124450","Efsanevi Ejderha Yakutu"
"124460","Efsanevi Ejderha Yakutu"
"124500","Efsanevi Ejderha Yakutu"
"124510","Efsanevi Ejderha Yakutu"
"124520","Efsanevi Ejderha Yakutu"
"124530","Efsanevi Ejderha Yakutu"
"124540","Efsanevi Ejderha Yakutu"
"124550","Efsanevi Ejderha Yakutu"
"124560","Efsanevi Ejderha Yakutu"
"130000","İşlenmemiş Ejd. Yeşimi"
"130010","İşlenmemiş Ejd. Yeşimi"
"130020","İşlenmemiş Ejd. Yeşimi"
"130030","İşlenmemiş Ejd. Yeşimi"
"130040","İşlenmemiş Ejd. Yeşimi"
"130050","İşlenmemiş Ejd. Yeşimi"
"130060","İşlenmemiş Ejd. Yeşimi"
"130100","İşlenmemiş Ejd. Yeşimi"
"130110","İşlenmemiş Ejd. Yeşimi"
"130120","İşlenmemiş Ejd. Yeşimi"
"130130","İşlenmemiş Ejd. Yeşimi"
"130140","İşlenmemiş Ejd. Yeşimi"
"130150","İşlenmemiş Ejd. Yeşimi"
"130160","İşlenmemiş Ejd. Yeşimi"
"130200","İşlenmemiş Ejd. Yeşimi"
"130210","İşlenmemiş Ejd. Yeşimi"
"130220","İşlenmemiş Ejd. Yeşimi"
"130230","İşlenmemiş Ejd. Yeşimi"
"130240","İşlenmemiş Ejd. Yeşimi"
"130250","İşlenmemiş Ejd. Yeşimi"
"130260","İşlenmemiş Ejd. Yeşimi"
"130300","İşlenmemiş Ejd. Yeşimi"
"130310","İşlenmemiş Ejd. Yeşimi"
"130320","İşlenmemiş Ejd. Yeşimi"
"130330","İşlenmemiş Ejd. Yeşimi"
"130340","İşlenmemiş Ejd. Yeşimi"
"130350","İşlenmemiş Ejd. Yeşimi"
"130360","İşlenmemiş Ejd. Yeşimi"
"130400","İşlenmemiş Ejd. Yeşimi"
"130410","İşlenmemiş Ejd. Yeşimi"
"130420","İşlenmemiş Ejd. Yeşimi"
"130430","İşlenmemiş Ejd. Yeşimi"
"130440","İşlenmemiş Ejd. Yeşimi"
"130450","İşlenmemiş Ejd. Yeşimi"
"130460","İşlenmemiş Ejd. Yeşimi"
"131000","Yontulmuş Ejderha Yeşimi"
"131010","Yontulmuş Ejderha Yeşimi"
"131020","Yontulmuş Ejderha Yeşimi"
"131030","Yontulmuş Ejderha Yeşimi"
"131040","Yontulmuş Ejderha Yeşimi"
"131050","Yontulmuş Ejderha Yeşimi"
"131060","Yontulmuş Ejderha Yeşimi"
"131100","Yontulmuş Ejderha Yeşimi"
"131110","Yontulmuş Ejderha Yeşimi"
"131120","Yontulmuş Ejderha Yeşimi"
"131130","Yontulmuş Ejderha Yeşimi"
"131140","Yontulmuş Ejderha Yeşimi"
"131150","Yontulmuş Ejderha Yeşimi"
"131160","Yontulmuş Ejderha Yeşimi"
"131200","Yontulmuş Ejderha Yeşimi"
"131210","Yontulmuş Ejderha Yeşimi"
"131220","Yontulmuş Ejderha Yeşimi"
"131230","Yontulmuş Ejderha Yeşimi"
"131240","Yontulmuş Ejderha Yeşimi"
"131250","Yontulmuş Ejderha Yeşimi"
"131260","Yontulmuş Ejderha Yeşimi"
"131300","Yontulmuş Ejderha Yeşimi"
"131310","Yontulmuş Ejderha Yeşimi"
"131320","Yontulmuş Ejderha Yeşimi"
"131330","Yontulmuş Ejderha Yeşimi"
"131340","Yontulmuş Ejderha Yeşimi"
"131350","Yontulmuş Ejderha Yeşimi"
"131360","Yontulmuş Ejderha Yeşimi"
"131400","Yontulmuş Ejderha Yeşimi"
"131410","Yontulmuş Ejderha Yeşimi"
"131420","Yontulmuş Ejderha Yeşimi"
"131430","Yontulmuş Ejderha Yeşimi"
"131440","Yontulmuş Ejderha Yeşimi"
"131450","Yontulmuş Ejderha Yeşimi"
"131460","Yontulmuş Ejderha Yeşimi"
"132000","Ender Ejderha Yeşimi"
"132010","Ender Ejderha Yeşimi"
"132020","Ender Ejderha Yeşimi"
"132030","Ender Ejderha Yeşimi"
"132040","Ender Ejderha Yeşimi"
"132050","Ender Ejderha Yeşimi"
"132060","Ender Ejderha Yeşimi"
"132100","Ender Ejderha Yeşimi"
"132110","Ender Ejderha Yeşimi"
